,identifier,response_id,sentence_number,token_number,token,lemma,pos
4975,Q10_R_3O8Op3iU0c8XVaL_0_14,R_3O8Op3iU0c8XVaL,0,14,aan,aan,ADP
4976,Q10_R_3O8Op3iU0c8XVaL_0_15,R_3O8Op3iU0c8XVaL,0,15,gymnasiasten,gymnasiasot,NOUN
4977,Q10_R_3O8Op3iU0c8XVaL_0_16,R_3O8Op3iU0c8XVaL,0,16,.,.,PUNCT
4978,Q10_R_pbcMSp89gC2uOw9_0_0,R_pbcMSp89gC2uOw9,0,0,Moeilijk,moeilijk,ADJ
4979,Q10_R_pbcMSp89gC2uOw9_0_1,R_pbcMSp89gC2uOw9,0,1,",",",",PUNCT
4980,Q10_R_pbcMSp89gC2uOw9_0_2,R_pbcMSp89gC2uOw9,0,2,want,want,CCONJ
4981,Q10_R_pbcMSp89gC2uOw9_0_3,R_pbcMSp89gC2uOw9,0,3,keuze,keuze,NOUN
4982,Q10_R_pbcMSp89gC2uOw9_0_4,R_pbcMSp89gC2uOw9,0,4,is,zijn,AUX
4983,Q10_R_pbcMSp89gC2uOw9_0_5,R_pbcMSp89gC2uOw9,0,5,groot,groot,ADJ
4984,Q10_R_1LI1EtLvKkuQC3x_0_0,R_1LI1EtLvKkuQC3x,0,0,Zie,zien,VERB
4985,Q10_R_1LI1EtLvKkuQC3x_0_1,R_1LI1EtLvKkuQC3x,0,1,mijn,mijn,PRON
4986,Q10_R_1LI1EtLvKkuQC3x_0_2,R_1LI1EtLvKkuQC3x,0,2,vorige,vorig,ADJ
4987,Q10_R_1LI1EtLvKkuQC3x_0_3,R_1LI1EtLvKkuQC3x,0,3,antwoord,antwoord,NOUN
4988,Q10_R_1LI1EtLvKkuQC3x_0_4,R_1LI1EtLvKkuQC3x,0,4,.,.,PUNCT
4989,Q10_R_1LI1EtLvKkuQC3x_1_0,R_1LI1EtLvKkuQC3x,1,0,Klassiekers,klassieker,NOUN
4990,Q10_R_1LI1EtLvKkuQC3x_1_1,R_1LI1EtLvKkuQC3x,1,1,komen,komen,VERB
4991,Q10_R_1LI1EtLvKkuQC3x_1_2,R_1LI1EtLvKkuQC3x,1,2,voor,voor,ADP
4992,Q10_R_1LI1EtLvKkuQC3x_1_3,R_1LI1EtLvKkuQC3x,1,3,veel,veel,DET
4993,Q10_R_1LI1EtLvKkuQC3x_1_4,R_1LI1EtLvKkuQC3x,1,4,leerlingen,leerling,NOUN
4994,Q10_R_1LI1EtLvKkuQC3x_1_5,R_1LI1EtLvKkuQC3x,1,5,te,te,ADV
4995,Q10_R_1LI1EtLvKkuQC3x_1_6,R_1LI1EtLvKkuQC3x,1,6,vroeg,vroeg,ADJ
4996,Q10_R_1LI1EtLvKkuQC3x_1_7,R_1LI1EtLvKkuQC3x,1,7,",",",",PUNCT
4997,Q10_R_1LI1EtLvKkuQC3x_1_8,R_1LI1EtLvKkuQC3x,1,8,geef,geven,VERB
4998,Q10_R_1LI1EtLvKkuQC3x_1_9,R_1LI1EtLvKkuQC3x,1,9,ze,ze,PRON
4999,Q10_R_1LI1EtLvKkuQC3x_1_10,R_1LI1EtLvKkuQC3x,1,10,zelf,zelf,ADV
5000,Q10_R_1LI1EtLvKkuQC3x_1_11,R_1LI1EtLvKkuQC3x,1,11,de,de,DET
5001,Q10_R_1LI1EtLvKkuQC3x_1_12,R_1LI1EtLvKkuQC3x,1,12,ruimte,ruimte,NOUN
5002,Q10_R_1LI1EtLvKkuQC3x_1_13,R_1LI1EtLvKkuQC3x,1,13,om,om,ADP
5003,Q10_R_1LI1EtLvKkuQC3x_1_14,R_1LI1EtLvKkuQC3x,1,14,een,een,DET
5004,Q10_R_1LI1EtLvKkuQC3x_1_15,R_1LI1EtLvKkuQC3x,1,15,lijst,lijst,NOUN
5005,Q10_R_1LI1EtLvKkuQC3x_1_16,R_1LI1EtLvKkuQC3x,1,16,samen,samen,ADV
5006,Q10_R_1LI1EtLvKkuQC3x_1_17,R_1LI1EtLvKkuQC3x,1,17,te,te,ADP
5007,Q10_R_1LI1EtLvKkuQC3x_1_18,R_1LI1EtLvKkuQC3x,1,18,stellen,samenstellen,VERB
5008,Q10_R_1LI1EtLvKkuQC3x_1_19,R_1LI1EtLvKkuQC3x,1,19,.,.,PUNCT
5009,Q10_R_1LI1EtLvKkuQC3x_2_0,R_1LI1EtLvKkuQC3x,2,0,Dec,dec,PROPN
5010,Q10_R_1LI1EtLvKkuQC3x_2_1,R_1LI1EtLvKkuQC3x,2,1,docenten,docent,NOUN
5011,Q10_R_1LI1EtLvKkuQC3x_2_2,R_1LI1EtLvKkuQC3x,2,2,kunnen,kunnen,AUX
5012,Q10_R_1LI1EtLvKkuQC3x_2_3,R_1LI1EtLvKkuQC3x,2,3,wel,wel,ADV
5013,Q10_R_1LI1EtLvKkuQC3x_2_4,R_1LI1EtLvKkuQC3x,2,4,titels,titel,NOUN
5014,Q10_R_1LI1EtLvKkuQC3x_2_5,R_1LI1EtLvKkuQC3x,2,5,stimuleren,stimuleren,VERB
5015,Q10_R_1LI1EtLvKkuQC3x_2_6,R_1LI1EtLvKkuQC3x,2,6,die,die,PRON
5016,Q10_R_1LI1EtLvKkuQC3x_2_7,R_1LI1EtLvKkuQC3x,2,7,bij,bij,ADP
5017,Q10_R_1LI1EtLvKkuQC3x_2_8,R_1LI1EtLvKkuQC3x,2,8,die,die,DET
5018,Q10_R_1LI1EtLvKkuQC3x_2_9,R_1LI1EtLvKkuQC3x,2,9,specifieke,specifiek,ADJ
5019,Q10_R_1LI1EtLvKkuQC3x_2_10,R_1LI1EtLvKkuQC3x,2,10,leerling,leerling,NOUN
5020,Q10_R_1LI1EtLvKkuQC3x_2_11,R_1LI1EtLvKkuQC3x,2,11,passen,passen,VERB
5021,Q10_R_1LI1EtLvKkuQC3x_2_12,R_1LI1EtLvKkuQC3x,2,12,.,.,PUNCT
5022,Q10_R_2WxyvAlknetkESd_0_0,R_2WxyvAlknetkESd,0,0,al,al,SCONJ
5023,Q10_R_2WxyvAlknetkESd_0_1,R_2WxyvAlknetkESd,0,1,was,zijn,AUX
5024,Q10_R_2WxyvAlknetkESd_0_2,R_2WxyvAlknetkESd,0,2,het,het,PRON
5025,Q10_R_2WxyvAlknetkESd_0_3,R_2WxyvAlknetkESd,0,3,maar,maar,ADV
5026,Q10_R_2WxyvAlknetkESd_0_4,R_2WxyvAlknetkESd,0,4,om,om,ADP
5027,Q10_R_2WxyvAlknetkESd_0_5,R_2WxyvAlknetkESd,0,5,te,te,ADP
5028,Q10_R_2WxyvAlknetkESd_0_6,R_2WxyvAlknetkESd,0,6,weten,weten,VERB
5029,Q10_R_2WxyvAlknetkESd_0_7,R_2WxyvAlknetkESd,0,7,wat,wat,PRON
5030,Q10_R_2WxyvAlknetkESd_0_8,R_2WxyvAlknetkESd,0,8,een,een,DET
5031,Q10_R_2WxyvAlknetkESd_0_9,R_2WxyvAlknetkESd,0,9,nurks,nurks,ADJ
5032,Q10_R_2WxyvAlknetkESd_0_10,R_2WxyvAlknetkESd,0,10,type,type,NOUN
5033,Q10_R_2WxyvAlknetkESd_0_11,R_2WxyvAlknetkESd,0,11,is,zijn,AUX
5034,Q10_R_2ZZVX49RgnwJbeW_0_0,R_2ZZVX49RgnwJbeW,0,0,wel,wel,ADV
5035,Q10_R_2ZZVX49RgnwJbeW_0_1,R_2ZZVX49RgnwJbeW,0,1,aangepast,aanpassen,VERB
5036,Q10_R_2ZZVX49RgnwJbeW_0_2,R_2ZZVX49RgnwJbeW,0,2,(,(,PUNCT
5037,Q10_R_2ZZVX49RgnwJbeW_0_3,R_2ZZVX49RgnwJbeW,0,3,opdrachten,opdracht,NOUN
5038,Q10_R_2ZZVX49RgnwJbeW_0_4,R_2ZZVX49RgnwJbeW,0,4,),),PUNCT
5039,Q10_R_2ZZVX49RgnwJbeW_0_5,R_2ZZVX49RgnwJbeW,0,5,aan,aan,ADP
5040,Q10_R_2ZZVX49RgnwJbeW_0_6,R_2ZZVX49RgnwJbeW,0,6,niveau,niveau,NOUN
5041,Q10_R_2ZZVX49RgnwJbeW_0_7,R_2ZZVX49RgnwJbeW,0,7,.,.,PUNCT
5042,Q10_R_2alDGKVxMQrR8hD_0_0,R_2alDGKVxMQrR8hD,0,0,Ik,ik,PRON
5043,Q10_R_2alDGKVxMQrR8hD_0_1,R_2alDGKVxMQrR8hD,0,1,gun,gun,VERB
5044,Q10_R_2alDGKVxMQrR8hD_0_2,R_2alDGKVxMQrR8hD,0,2,iedere,ieder,DET
5045,Q10_R_2alDGKVxMQrR8hD_0_3,R_2alDGKVxMQrR8hD,0,3,leerling,leerling,NOUN
5046,Q10_R_2alDGKVxMQrR8hD_0_4,R_2alDGKVxMQrR8hD,0,4,leesplezier,leesplezier,NOUN
5047,Q10_R_2alDGKVxMQrR8hD_0_5,R_2alDGKVxMQrR8hD,0,5,",",",",PUNCT
5048,Q10_R_2alDGKVxMQrR8hD_0_6,R_2alDGKVxMQrR8hD,0,6,maar,maar,CCONJ
5049,Q10_R_2alDGKVxMQrR8hD_0_7,R_2alDGKVxMQrR8hD,0,7,ik,ik,PRON
5050,Q10_R_2alDGKVxMQrR8hD_0_8,R_2alDGKVxMQrR8hD,0,8,zie,zien,VERB
5051,Q10_R_2alDGKVxMQrR8hD_0_9,R_2alDGKVxMQrR8hD,0,9,dit,dit,PRON
5052,Q10_R_2alDGKVxMQrR8hD_0_10,R_2alDGKVxMQrR8hD,0,10,eerder,eerder,ADJ
5053,Q10_R_2alDGKVxMQrR8hD_0_11,R_2alDGKVxMQrR8hD,0,11,lukken,lukken,VERB
5054,Q10_R_2alDGKVxMQrR8hD_0_12,R_2alDGKVxMQrR8hD,0,12,in,in,ADP
5055,Q10_R_2alDGKVxMQrR8hD_0_13,R_2alDGKVxMQrR8hD,0,13,ASO-opleidingen,ASO-opleidingen,NOUN
5056,Q10_R_2alDGKVxMQrR8hD_0_14,R_2alDGKVxMQrR8hD,0,14,.,.,PUNCT
5057,Q10_R_1f1VBafo4lVxbdy_0_0,R_1f1VBafo4lVxbdy,0,0,De,de,DET
5058,Q10_R_1f1VBafo4lVxbdy_0_1,R_1f1VBafo4lVxbdy,0,1,nieuwe,nieuw,ADJ
5059,Q10_R_1f1VBafo4lVxbdy_0_2,R_1f1VBafo4lVxbdy,0,2,versie,versie,NOUN
5060,Q10_R_1f1VBafo4lVxbdy_0_3,R_1f1VBafo4lVxbdy,0,3,van,van,ADP
5061,Q10_R_1f1VBafo4lVxbdy_0_4,R_1f1VBafo4lVxbdy,0,4,Van,Van,PROPN
5062,Q10_R_1f1VBafo4lVxbdy_0_5,R_1f1VBafo4lVxbdy,0,5,den,den,PROPN
5063,Q10_R_1f1VBafo4lVxbdy_0_6,R_1f1VBafo4lVxbdy,0,6,vos,vos,PROPN
5064,Q10_R_1f1VBafo4lVxbdy_0_7,R_1f1VBafo4lVxbdy,0,7,Reynaerde,Reynaerde,PROPN
5065,Q10_R_1f1VBafo4lVxbdy_0_8,R_1f1VBafo4lVxbdy,0,8,zou,zullen,AUX
5066,Q10_R_1f1VBafo4lVxbdy_0_9,R_1f1VBafo4lVxbdy,0,9,ideaal,ideaal,ADJ
5067,Q10_R_1f1VBafo4lVxbdy_0_10,R_1f1VBafo4lVxbdy,0,10,zijn,zijn,AUX
5068,Q10_R_1f1VBafo4lVxbdy_0_11,R_1f1VBafo4lVxbdy,0,11,voor,voor,ADP
5069,Q10_R_1f1VBafo4lVxbdy_0_12,R_1f1VBafo4lVxbdy,0,12,leerlingen,leerling,NOUN
5070,Q10_R_1f1VBafo4lVxbdy_0_13,R_1f1VBafo4lVxbdy,0,13,om,om,ADP
5071,Q10_R_1f1VBafo4lVxbdy_0_14,R_1f1VBafo4lVxbdy,0,14,kennis,kennis,NOUN
5072,Q10_R_1f1VBafo4lVxbdy_0_15,R_1f1VBafo4lVxbdy,0,15,te,te,ADP
5073,Q10_R_1f1VBafo4lVxbdy_0_16,R_1f1VBafo4lVxbdy,0,16,maken,maken,VERB
5074,Q10_R_1f1VBafo4lVxbdy_0_17,R_1f1VBafo4lVxbdy,0,17,met,met,ADP
5075,Q10_R_1f1VBafo4lVxbdy_0_18,R_1f1VBafo4lVxbdy,0,18,1,1,NUM
5076,Q10_R_1f1VBafo4lVxbdy_0_19,R_1f1VBafo4lVxbdy,0,19,van,van,ADP
5077,Q10_R_1f1VBafo4lVxbdy_0_20,R_1f1VBafo4lVxbdy,0,20,de,de,DET
5078,Q10_R_1f1VBafo4lVxbdy_0_21,R_1f1VBafo4lVxbdy,0,21,grootste,groot,ADJ
5079,Q10_R_1f1VBafo4lVxbdy_0_22,R_1f1VBafo4lVxbdy,0,22,Nederlandstalige,Nederlandstalig,ADJ
5080,Q10_R_1f1VBafo4lVxbdy_0_23,R_1f1VBafo4lVxbdy,0,23,klassiekers,klassieker,NOUN
5081,Q10_R_1f1VBafo4lVxbdy_0_24,R_1f1VBafo4lVxbdy,0,24,.,.,PUNCT
5082,Q10_R_3CZUQvP0I8bfFkk_0_0,R_3CZUQvP0I8bfFkk,0,0,Op,op,ADP
5083,Q10_R_3CZUQvP0I8bfFkk_0_1,R_3CZUQvP0I8bfFkk,0,1,alle,al,DET
5084,Q10_R_3CZUQvP0I8bfFkk_0_2,R_3CZUQvP0I8bfFkk,0,2,niveaus,niveau,NOUN
5085,Q10_R_3CZUQvP0I8bfFkk_0_3,R_3CZUQvP0I8bfFkk,0,3,verkrijgbaar,verkrijgbaar,ADJ
5086,Q10_R_2EE94rfDIsjZDoA_0_0,R_2EE94rfDIsjZDoA,0,0,Waatom,Waatom,PROPN
5087,Q10_R_2EE94rfDIsjZDoA_0_1,R_2EE94rfDIsjZDoA,0,1,hier,hier,ADV
5088,Q10_R_2EE94rfDIsjZDoA_0_2,R_2EE94rfDIsjZDoA,0,2,onderscheid,onderscheid,NOUN
5089,Q10_R_2EE94rfDIsjZDoA_0_3,R_2EE94rfDIsjZDoA,0,3,in,in,ADP
5090,Q10_R_2EE94rfDIsjZDoA_0_4,R_2EE94rfDIsjZDoA,0,4,maken,maken,VERB
5091,Q10_R_2EE94rfDIsjZDoA_0_5,R_2EE94rfDIsjZDoA,0,5,",",",",PUNCT
5092,Q10_R_2EE94rfDIsjZDoA_0_6,R_2EE94rfDIsjZDoA,0,6,cultuur,cultuur,NOUN
5093,Q10_R_2EE94rfDIsjZDoA_0_7,R_2EE94rfDIsjZDoA,0,7,en,en,CCONJ
5094,Q10_R_2EE94rfDIsjZDoA_0_8,R_2EE94rfDIsjZDoA,0,8,algemene,algemeen,ADJ
5095,Q10_R_2EE94rfDIsjZDoA_0_9,R_2EE94rfDIsjZDoA,0,9,ontwikkeling,ontwikkeling,NOUN
5096,Q10_R_2EE94rfDIsjZDoA_0_10,R_2EE94rfDIsjZDoA,0,10,is,zijn,AUX
5097,Q10_R_2EE94rfDIsjZDoA_0_11,R_2EE94rfDIsjZDoA,0,11,toch,toch,ADV
5098,Q10_R_2EE94rfDIsjZDoA_0_12,R_2EE94rfDIsjZDoA,0,12,voor,voor,ADP
5099,Q10_R_2EE94rfDIsjZDoA_0_13,R_2EE94rfDIsjZDoA,0,13,iedereen,iedereen,PRON
5100,Q10_R_2EE94rfDIsjZDoA_0_14,R_2EE94rfDIsjZDoA,0,14,!,!,PUNCT
5101,Q10_R_2EE94rfDIsjZDoA_0_15,R_2EE94rfDIsjZDoA,0,15,!,!,PUNCT
5102,Q10_R_3FIqICRDtIS4eFO_0_0,R_3FIqICRDtIS4eFO,0,0,Nogmaals,Nogmaals,PROPN
5103,Q10_R_3FIqICRDtIS4eFO_0_1,R_3FIqICRDtIS4eFO,0,1,:,:,PUNCT
5104,Q10_R_3FIqICRDtIS4eFO_0_2,R_3FIqICRDtIS4eFO,0,2,niet,niet,ADV
5105,Q10_R_3FIqICRDtIS4eFO_0_3,R_3FIqICRDtIS4eFO,0,3,dwingen,dwingen,VERB
5106,Q10_R_3FIqICRDtIS4eFO_0_4,R_3FIqICRDtIS4eFO,0,4,.,.,PUNCT
5107,Q10_R_3FIqICRDtIS4eFO_1_0,R_3FIqICRDtIS4eFO,1,0,Dat,dat,PRON
5108,Q10_R_3FIqICRDtIS4eFO_1_1,R_3FIqICRDtIS4eFO,1,1,vergalt,verglen,VERB
5109,Q10_R_3FIqICRDtIS4eFO_1_2,R_3FIqICRDtIS4eFO,1,2,het,het,DET
5110,Q10_R_3FIqICRDtIS4eFO_1_3,R_3FIqICRDtIS4eFO,1,3,leesplezier,leesplezier,NOUN
5111,Q10_R_3FIqICRDtIS4eFO_1_4,R_3FIqICRDtIS4eFO,1,4,.,.,PUNCT
5112,Q10_R_28SXb6gyPnLYTpU_0_0,R_28SXb6gyPnLYTpU,0,0,Ook,ook,ADV
5113,Q10_R_28SXb6gyPnLYTpU_0_1,R_28SXb6gyPnLYTpU,0,1,BSO-leerlingen,BSO-leerlingen,NOUN
5114,Q10_R_28SXb6gyPnLYTpU_0_2,R_28SXb6gyPnLYTpU,0,2,moeten,moeten,AUX
5115,Q10_R_28SXb6gyPnLYTpU_0_3,R_28SXb6gyPnLYTpU,0,3,enige,enig,DET
5116,Q10_R_28SXb6gyPnLYTpU_0_4,R_28SXb6gyPnLYTpU,0,4,notie,notie,NOUN
5117,Q10_R_28SXb6gyPnLYTpU_0_5,R_28SXb6gyPnLYTpU,0,5,hebben,hebben,VERB
5118,Q10_R_28SXb6gyPnLYTpU_0_6,R_28SXb6gyPnLYTpU,0,6,van,van,ADP
5119,Q10_R_28SXb6gyPnLYTpU_0_7,R_28SXb6gyPnLYTpU,0,7,wat,wat,PRON
5120,Q10_R_28SXb6gyPnLYTpU_0_8,R_28SXb6gyPnLYTpU,0,8,goede,goed,ADJ
5121,Q10_R_28SXb6gyPnLYTpU_0_9,R_28SXb6gyPnLYTpU,0,9,literatuur,literatuur,NOUN
5122,Q10_R_28SXb6gyPnLYTpU_0_10,R_28SXb6gyPnLYTpU,0,10,is,zijn,AUX
5123,Q10_R_28SXb6gyPnLYTpU_0_11,R_28SXb6gyPnLYTpU,0,11,.,.,PUNCT
5124,Q10_R_1Ow7CWPZmlIcQny_0_0,R_1Ow7CWPZmlIcQny,0,0,Ze,ze,PRON
5125,Q10_R_1Ow7CWPZmlIcQny_0_1,R_1Ow7CWPZmlIcQny,0,1,moeten,moeten,AUX
5126,Q10_R_1Ow7CWPZmlIcQny_0_2,R_1Ow7CWPZmlIcQny,0,2,niks,niks,PRON
5127,Q10_R_1Ow7CWPZmlIcQny_0_3,R_1Ow7CWPZmlIcQny,0,3,lezen,lezen,VERB
5128,Q10_R_1Ow7CWPZmlIcQny_0_4,R_1Ow7CWPZmlIcQny,0,4,.,.,PUNCT
5129,Q10_R_1Ow7CWPZmlIcQny_1_0,R_1Ow7CWPZmlIcQny,1,0,Maar,maar,CCONJ
5130,Q10_R_1Ow7CWPZmlIcQny_1_1,R_1Ow7CWPZmlIcQny,1,1,het,het,PRON
5131,Q10_R_1Ow7CWPZmlIcQny_1_2,R_1Ow7CWPZmlIcQny,1,2,aanreiken,aanreiken,VERB
5132,Q10_R_1Ow7CWPZmlIcQny_1_3,R_1Ow7CWPZmlIcQny,1,3,kan,kunnen,VERB
5133,Q10_R_1Ow7CWPZmlIcQny_1_4,R_1Ow7CWPZmlIcQny,1,4,wel,wel,ADV
5134,Q10_R_1Ow7CWPZmlIcQny_1_5,R_1Ow7CWPZmlIcQny,1,5,.,.,PUNCT
5135,Q10_R_1Ow7CWPZmlIcQny_2_0,R_1Ow7CWPZmlIcQny,2,0,Wat,wat,PRON
5136,Q10_R_1Ow7CWPZmlIcQny_2_1,R_1Ow7CWPZmlIcQny,2,1,ze,ze,PRON
5137,Q10_R_1Ow7CWPZmlIcQny_2_2,R_1Ow7CWPZmlIcQny,2,2,er,er,ADV
5138,Q10_R_1Ow7CWPZmlIcQny_2_3,R_1Ow7CWPZmlIcQny,2,3,dan,dan,ADV
5139,Q10_R_1Ow7CWPZmlIcQny_2_4,R_1Ow7CWPZmlIcQny,2,4,mee,mee,ADP
5140,Q10_R_1Ow7CWPZmlIcQny_2_5,R_1Ow7CWPZmlIcQny,2,5,doen,doen,VERB
5141,Q10_R_1Ow7CWPZmlIcQny_2_6,R_1Ow7CWPZmlIcQny,2,6,",",",",PUNCT
5142,Q10_R_1Ow7CWPZmlIcQny_2_7,R_1Ow7CWPZmlIcQny,2,7,is,zijn,AUX
5143,Q10_R_1Ow7CWPZmlIcQny_2_8,R_1Ow7CWPZmlIcQny,2,8,aan,aan,ADP
5144,Q10_R_1Ow7CWPZmlIcQny_2_9,R_1Ow7CWPZmlIcQny,2,9,de,de,DET
5145,Q10_R_1Ow7CWPZmlIcQny_2_10,R_1Ow7CWPZmlIcQny,2,10,leerlingen,leerling,NOUN
5146,Q10_R_1Ow7CWPZmlIcQny_2_11,R_1Ow7CWPZmlIcQny,2,11,zelf,zelf,ADV
5147,Q10_R_2chiYV6r3ROwKd9_0_0,R_2chiYV6r3ROwKd9,0,0,de,de,DET
5148,Q10_R_2chiYV6r3ROwKd9_0_1,R_2chiYV6r3ROwKd9,0,1,schoonheid,schoonheid,NOUN
5149,Q10_R_2chiYV6r3ROwKd9_0_2,R_2chiYV6r3ROwKd9,0,2,van,van,ADP
5150,Q10_R_2chiYV6r3ROwKd9_0_3,R_2chiYV6r3ROwKd9,0,3,taal,taal,NOUN
5151,Q10_R_2chiYV6r3ROwKd9_0_4,R_2chiYV6r3ROwKd9,0,4,is,zijn,AUX
5152,Q10_R_2chiYV6r3ROwKd9_0_5,R_2chiYV6r3ROwKd9,0,5,voor,voor,ADP
5153,Q10_R_2chiYV6r3ROwKd9_0_6,R_2chiYV6r3ROwKd9,0,6,iedereen,iedereen,PRON
5154,Q10_R_3IQzksrRHIqCnBk_0_0,R_3IQzksrRHIqCnBk,0,0,Onderdeel,onderdeel,NOUN
5155,Q10_R_3IQzksrRHIqCnBk_0_1,R_3IQzksrRHIqCnBk,0,1,van,van,ADP
5156,Q10_R_3IQzksrRHIqCnBk_0_2,R_3IQzksrRHIqCnBk,0,2,je,je,PRON
5157,Q10_R_3IQzksrRHIqCnBk_0_3,R_3IQzksrRHIqCnBk,0,3,basisontwikkeling,basisontwikkeling,NOUN
5158,Q10_R_3IQzksrRHIqCnBk_0_4,R_3IQzksrRHIqCnBk,0,4,!,!,PUNCT
5159,Q10_R_21aIty4THRxw0OB_0_0,R_21aIty4THRxw0OB,0,0,Het,het,PRON
5160,Q10_R_21aIty4THRxw0OB_0_1,R_21aIty4THRxw0OB,0,1,maakt,uitmaken,VERB
5161,Q10_R_21aIty4THRxw0OB_0_2,R_21aIty4THRxw0OB,0,2,deel,deel,NOUN
5162,Q10_R_21aIty4THRxw0OB_0_3,R_21aIty4THRxw0OB,0,3,uit,uit,ADP
5163,Q10_R_21aIty4THRxw0OB_0_4,R_21aIty4THRxw0OB,0,4,van,van,ADP
5164,Q10_R_21aIty4THRxw0OB_0_5,R_21aIty4THRxw0OB,0,5,je,je,PRON
5165,Q10_R_21aIty4THRxw0OB_0_6,R_21aIty4THRxw0OB,0,6,algemene,algemeen,ADJ
5166,Q10_R_21aIty4THRxw0OB_0_7,R_21aIty4THRxw0OB,0,7,vorming,vorming,NOUN
5167,Q10_R_21aIty4THRxw0OB_0_8,R_21aIty4THRxw0OB,0,8,.,.,PUNCT
5168,Q10_R_21aIty4THRxw0OB_1_0,R_21aIty4THRxw0OB,1,0,Die,die,PRON
5169,Q10_R_21aIty4THRxw0OB_1_1,R_21aIty4THRxw0OB,1,1,is,zijn,AUX
5170,Q10_R_21aIty4THRxw0OB_1_2,R_21aIty4THRxw0OB,1,2,voor,voor,ADP
5171,Q10_R_21aIty4THRxw0OB_1_3,R_21aIty4THRxw0OB,1,3,iedereen,iedereen,PRON
5172,Q10_R_21aIty4THRxw0OB_1_4,R_21aIty4THRxw0OB,1,4,!,!,PUNCT
5173,Q10_R_1mtwf2E9RwBAj5k_0_0,R_1mtwf2E9RwBAj5k,0,0,zelfde,zelfde,ADJ
5174,Q10_R_1mtwf2E9RwBAj5k_0_1,R_1mtwf2E9RwBAj5k,0,1,punt,punt,NOUN
5175,Q10_R_1mtwf2E9RwBAj5k_0_2,R_1mtwf2E9RwBAj5k,0,2,als,als,SCONJ
5176,Q10_R_1mtwf2E9RwBAj5k_0_3,R_1mtwf2E9RwBAj5k,0,3,vorige,vorig,ADJ
5177,Q10_R_1mtwf2E9RwBAj5k_0_4,R_1mtwf2E9RwBAj5k,0,4,vraag,vraag,NOUN
5178,Q10_R_1mtwf2E9RwBAj5k_0_5,R_1mtwf2E9RwBAj5k,0,5,:,:,PUNCT
5179,Q10_R_1mtwf2E9RwBAj5k_0_6,R_1mtwf2E9RwBAj5k,0,6,wat,wat,PRON
5180,Q10_R_1mtwf2E9RwBAj5k_0_7,R_1mtwf2E9RwBAj5k,0,7,is,zijn,AUX
5181,Q10_R_1mtwf2E9RwBAj5k_0_8,R_1mtwf2E9RwBAj5k,0,8,de,de,DET
5182,Q10_R_1mtwf2E9RwBAj5k_0_9,R_1mtwf2E9RwBAj5k,0,9,definitie,definitie,NOUN
5183,Q10_R_1mtwf2E9RwBAj5k_0_10,R_1mtwf2E9RwBAj5k,0,10,van,van,ADP
5184,Q10_R_1mtwf2E9RwBAj5k_0_11,R_1mtwf2E9RwBAj5k,0,11,',',PUNCT
5185,Q10_R_1mtwf2E9RwBAj5k_0_12,R_1mtwf2E9RwBAj5k,0,12,klassiekers,klassieker,NOUN
5186,Q10_R_1mtwf2E9RwBAj5k_0_13,R_1mtwf2E9RwBAj5k,0,13,',',PUNCT
5187,Q10_R_1mtwf2E9RwBAj5k_0_14,R_1mtwf2E9RwBAj5k,0,14,?,?,PUNCT
5188,Q10_R_BzhSdzIiTzE75w5_0_0,R_BzhSdzIiTzE75w5,0,0,Er,er,ADV
5189,Q10_R_BzhSdzIiTzE75w5_0_1,R_BzhSdzIiTzE75w5,0,1,zijn,zijn,VERB
5190,Q10_R_BzhSdzIiTzE75w5_0_2,R_BzhSdzIiTzE75w5,0,2,genoeg,genoeg,ADV
5191,Q10_R_BzhSdzIiTzE75w5_0_3,R_BzhSdzIiTzE75w5,0,3,mooie,mooi,ADJ
5192,Q10_R_BzhSdzIiTzE75w5_0_4,R_BzhSdzIiTzE75w5,0,4,klassiekers,klassieker,NOUN
5193,Q10_R_BzhSdzIiTzE75w5_0_5,R_BzhSdzIiTzE75w5,0,5,waar,waar,ADV
5194,Q10_R_BzhSdzIiTzE75w5_0_6,R_BzhSdzIiTzE75w5,0,6,de,de,DET
5195,Q10_R_BzhSdzIiTzE75w5_0_7,R_BzhSdzIiTzE75w5,0,7,jeugd,jeugd,NOUN
5196,Q10_R_BzhSdzIiTzE75w5_0_8,R_BzhSdzIiTzE75w5,0,8,plezier,plezier,NOUN
5197,Q10_R_BzhSdzIiTzE75w5_0_9,R_BzhSdzIiTzE75w5,0,9,aan,aan,ADP
5198,Q10_R_BzhSdzIiTzE75w5_0_10,R_BzhSdzIiTzE75w5,0,10,kan,kunnen,AUX
5199,Q10_R_BzhSdzIiTzE75w5_0_11,R_BzhSdzIiTzE75w5,0,11,beleven,beleven,VERB
5200,Q10_R_1ig6eBQwzDd6ioM_0_0,R_1ig6eBQwzDd6ioM,0,0,Ik,ik,PRON
5201,Q10_R_1ig6eBQwzDd6ioM_0_1,R_1ig6eBQwzDd6ioM,0,1,heb,hebben,VERB
5202,Q10_R_1ig6eBQwzDd6ioM_0_2,R_1ig6eBQwzDd6ioM,0,2,zelf,zelf,ADV
5203,Q10_R_1ig6eBQwzDd6ioM_0_3,R_1ig6eBQwzDd6ioM,0,3,mavo,mavo,NOUN
